Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Challenge/Removal,Ban Status,Initiating Action
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Carlisle Community School District,October 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Clarinda Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Decorah Community School District,June 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Gilbert Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Glenwood Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Louisa-Muscatine Community School District,October 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Muscatine Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Oskaloosa Community School District,October 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Ottumwa Community School District,January 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Pocahontas Area Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Red Oak School District,October 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Sioux Center Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,South Tama County Community School District,December 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Southeast Polk Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Spencer Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Union Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Waterloo Community School District,June 2024,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Waverly-Shell Rock Community School District,October 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Iowa,Woodward-Granger Community School District,June 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Missouri,Cameron R-1 School District,February 2024,Banned by restriction,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,North Carolina,Catawba County Schools,August 2023,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Pennsylvania,Blackhawk School District,October 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,South Carolina,Spartanburg County School District One,February 2024,Banned,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration
Out of Darkness,"Pérez, Ashley Hope",,,,,Virginia,Fluvanna School District,October 2023,Banned pending investigation,Informal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration
What Can't Wait,"Pérez, Ashley Hope",,,,,Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration
Anna and the French Kiss,"Perkins, Stephanie",,,,Anna and the French Kiss,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Anna and the French Kiss,"Perkins, Stephanie",,,,Anna and the French Kiss,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Anna and the French Kiss,"Perkins, Stephanie",,,,Anna and the French Kiss,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Isla and the Happily Ever After,"Perkins, Stephanie",,,,Anna and the French Kiss,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Isla and the Happily Ever After,"Perkins, Stephanie",,,,Anna and the French Kiss,Iowa,Nevada Community School District,October 2023,Banned,Administration
There's Someone Inside Your House,"Perkins, Stephanie",,,,,Florida,Clay County School District,February 2024,Banned,Formal Challenge
There's Someone Inside Your House,"Perkins, Stephanie",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
There's Someone Inside Your House,"Perkins, Stephanie",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
The Leftovers,"Perrotta, Tom",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Malcolm: The Life of a Man Who Changed Black America,"Perry, Bruce",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Special Topics in Calamity Physics,"Pessl, Marisha",,,,,Texas,Conroe Independent School District,January 2024,Banned,Administration
Special Topics in Calamity Physics,"Pessl, Marisha",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Our Subway Baby,Peter Mercurio,,"Espinosa, Leo",,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
Our Subway Baby,Peter Mercurio,,"Espinosa, Leo",,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Between Mom and Jo,"Peters, Julie Anne",,,,,Florida,Collier County Public Schools,September 2023,Banned,Administration
grl2grl,"Peters, Julie Anne",,,,,Florida,Pinellas County Schools,July 2023,Banned by restriction,Formal Challenge
grl2grl,"Peters, Julie Anne",,,,,Iowa,Central Springs School District,October 2023,Banned,Administration
grl2grl,"Peters, Julie Anne",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration
grl2grl,"Peters, Julie Anne",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration
grl2grl,"Peters, Julie Anne",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
Keeping You a Secret,"Peters, Julie Anne",,,,,Florida,Clay County School District,June 2024,Banned,Formal Challenge
Luna (JP),"Peters, Julie Anne",,,,,Florida,Indian River County Schools,January 2024,Banned pending investigation,Formal Challenge
Critical Perspectives on Gender Identity,"Petrikowski, Nicki Peter",,,,Analyzing the Issues,Kentucky,Boyle County Schools,October 2023,Banned,Administration
Gender Identity (Teen Mental Health),"Petrikowski, Nicki Peter",,,,,Iowa,Dallas Center-Grimes Community School District,June 2024,Banned pending investigation,Administration
The Stars and the Blackness Between Them,"Petrus, Junauda",,,,,Florida,Clay County School District,August 2023,Banned,Formal Challenge
The Stars and the Blackness Between Them,"Petrus, Junauda",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Street,"Petry, Ann",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Out Stealing Horses,"Petterson, Per",,,"Born, Anne",,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Life As We Knew It,"Pfeffer, Susan Beth",,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Dead and the Gone,"Pfeffer, Susan Beth",,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Shade of the Moon,"Pfeffer, Susan Beth",,,,Life As We Knew It,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
This World We Live In,"Pfeffer, Susan Beth",,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Rainbow Fish,"Pfister, Marcus",,,,,Florida,Clay County School District,September 2023,Banned pending investigation,Formal Challenge
The Storm in the Barn,"Phelan, Matt",,,,,Texas,North East Independent School District,June 2024,Banned,Administration
My Footprints,"Phi, Bao",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Freak the Mighty,"Philbrick, Rodman",,,,Freak The Mighty,Florida,Clay County School District,October 2023,Banned by restriction,Formal Challenge
Freak the Mighty,"Philbrick, Rodman",,,,Freak The Mighty,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Freak the Mighty,"Philbrick, Rodman",,,,Freak The Mighty,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Mythology (Eyewitness),"Philip, Neil",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Mythology of the World,"Philip, Neil",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Great Circle: A History of the First Nations,"Philip, Neil",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
The Field Guide to the North American Teenager,"Philippe, Ben",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Prague,"Phillips, Arthur",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Fishtailing,"Phillips, Wendy",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Templar Revelation: Secret Guardians of the True Identity of Christ,"Picknett, Lynn",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Spark of Light,"Picoult, Jodi",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Between the Lines,"Picoult, Jodi",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Change of Heart: A Novel,"Picoult, Jodi",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Change of Heart: A Novel,"Picoult, Jodi",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Handle with Care,"Picoult, Jodi",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Handle with Care,"Picoult, Jodi",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Handle with Care,"Picoult, Jodi",,,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration
Harvesting the Heart,"Picoult, Jodi",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration
House Rules,"Picoult, Jodi",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
House Rules,"Picoult, Jodi",,,,,Iowa,WACO Community School District,June 2024,Banned,Administration
House Rules,"Picoult, Jodi",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration
Keeping Faith,"Picoult, Jodi",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Leaving Time,"Picoult, Jodi",,,,Leaving Time,Florida,Seminole County Public Schools,April 2024,Banned,Administration
Leaving Time,"Picoult, Jodi",,,,Leaving Time,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
Lone Wolf,"Picoult, Jodi",,,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration
Mercy,"Picoult, Jodi",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Mercy,"Picoult, Jodi",,,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration
Mercy,"Picoult, Jodi",,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration
Mercy,"Picoult, Jodi",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration
My Sister's Keeper,"Picoult, Jodi",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
My Sister's Keeper,"Picoult, Jodi",,,,,Florida,Seminole County Public Schools,April 2024,Banned by restriction,Administration
My Sister's Keeper,"Picoult, Jodi",,,,,Florida,St. John's County School District,July 2023,Banned by restriction,Administration
